id,product_id,product_name,brand_name,username,rating,title,body,time,location
48,1088,75° Warm Eye Shadow Palette,RÓEN Beauty,Grace L.,5.0,Amazing colors and texture,Amazing colors and texture,03/27/24,No location
49,1088,75° Warm Eye Shadow Palette,RÓEN Beauty,Nicole B.,5.0,The makeup itself has a,The makeup itself has a nice texture and looks pretty on. I have received many compliments when wearing it!,03/27/24,No location
50,1088,75° Warm Eye Shadow Palette,RÓEN Beauty,Erron P.,5.0,I owned one of these,"I owned one of these back when Roen first came out, & I loved it. The formula, if anything, feels more stable, but perhaps it's because the weather is still cold!",03/21/24,"Chicago, IL"
51,125,Açai Style Refresher,Ceremonia,Pari M.,3.0,Doesn't work for me,"Did not love this product. Minimal effect after spraying into hair, esp compared to Curl Activator by Ceremonia. Much prefer Curl Activator.",11/17/24,"Brooklyn, NY"
52,125,Açai Style Refresher,Ceremonia,Andrea R.,1.0,I'm shocked to see so,"I'm shocked to see so many positive reviews about the scent of this product. It's so strong and unpleasant, reminiscent of walking in a mall and passing by a Hollister or an American Eagle store and getting assaulted by the smell of bad cologne. 

I wanted to like this product, but the smell is too",08/31/24,No location
53,125,Açai Style Refresher,Ceremonia,Janette M.,5.0,Love this hair refresher! Smells,"Love this hair refresher! Smells great and nice to be able to not have to wash your hair everyday, but still freshen it. Great after hiking or working out too.",05/18/24,Colorado
54,125,Açai Style Refresher,Ceremonia,Yas,5.0,Yummy Refresh,This smells delicious like all of the other products in this line! I love using this as a refresh and it helps with relaxing my curls when I style my hair too curly~,03/30/24,"Boulder, CO"
55,125,Açai Style Refresher,Ceremonia,Hannah F.,5.0,Smells amazing,Smells amazing,01/10/24,Nyc
56,134,Aceite de Moska,Ceremonia,Kimberly A.,5.0,Amazing smell,I love the smell of this oil and so happy that they finally made a signature fragrance. I use on my hair after the shower and it makes my hair feel soft and smell amazing for days.,10/14/24,Los Angeles
57,134,Aceite de Moska,Ceremonia,Ada R.,4.0,Is light and moisturizer,Is light and moisturizer,04/28/24,Florida
58,134,Aceite de Moska,Ceremonia,Mirasol,3.0,Helped with itching of scalp,"Helped with itching of scalp but did not improve hair growth, though I’ve only been using it biweekly for the past month. I like the fragrance but again, has not really served its purpose.",02/21/24,No location
59,134,Aceite de Moska,Ceremonia,America,5.0,Super Helpful!,I repurchased this oil about three times and it's amazing for keeping your hair shiny and healthy! I lost all of my hair a few years ago due to malnutrition and depression and had to regrow my hair. I applied this oil before washing my hair and it did wonders to keep it healthy! My hair now is shoulder,12/16/23,Los Angeles
60,134,Aceite de Moska,Ceremonia,Flora .,5.0,Love it!,Love this product! I use it before I take a shower and definitely see a difference. My scalp also feels so much healthier,11/25/23,Brooklyn
61,863,Acid Potion Resurfacing Exfoliator,Moon Juice,Jehanne R.,5.0,Great product,Will be buying again!,11/15/24,Boston
62,863,Acid Potion Resurfacing Exfoliator,Moon Juice,Robyn B.,5.0,Magic for my skin,"One of my absolute favorite products and one I make sure never to run out of. I didn't know my pores could be this clear. I've been using it for over 4 years now. I did temporarily try a less expensive alternative, but this works so much better. It also lasts a while since you need so little. I shake",11/06/24,No location
63,863,Acid Potion Resurfacing Exfoliator,Moon Juice,Audra B.,5.0,Must have - the clean,Must have - the clean beauty version of Biologique,08/21/24,Dallas TX
64,863,Acid Potion Resurfacing Exfoliator,Moon Juice,Martha P.,5.0,I love this. It burns,"I love this. It burns a little when applied, but I am seeing good results. Highly recommend.",07/25/24,"Brooklyn, NY"
65,863,Acid Potion Resurfacing Exfoliator,Moon Juice,Isabelle,5.0,love,strong yet gentle,06/26/24,No location
66,130,Acondicionador de Cupuaçu & Castor Deep Moisture Conditioner,Ceremonia,Essayan,5.0,,"Love the scent, and my hair is happy. Will buy again.",06/21/24,No location
67,130,Acondicionador de Cupuaçu & Castor Deep Moisture Conditioner,Ceremonia,Eva S.,3.0,"Smells great, thick and luscious,","Smells great, thick and luscious, not my favorite though, mostly since shampoo so hard to wash out",04/19/24,San Francisco
68,130,Acondicionador de Cupuaçu & Castor Deep Moisture Conditioner,Ceremonia,Kimberly W.,5.0,I have an extremely sensitive,I have an extremely sensitive scalp and have tried SO MANY products in the last year. This was finally the solution! I highly recommend this conditioner. I am able to use it on my scalp to prevent my scalp from getting too dry but it doesn't make my hair greasy.,03/30/24,"Denver, CO"
69,130,Acondicionador de Cupuaçu & Castor Deep Moisture Conditioner,Ceremonia,Renda M.,5.0,An amazing product line for,An amazing product line for curly hair,03/29/24,No location
70,130,Acondicionador de Cupuaçu & Castor Deep Moisture Conditioner,Ceremonia,Tru P.,1.0,extremely drying,extremely drying,03/26/24,brooklyn
71,610,Active Infusion Oil,Josh Rosebrook,Danielle L.,5.0,Go To,I’ve been using this balm for over a year now. I love how hydrating it is. Also makes my skin so soft and smooth.,11/14/24,"Kansas City, Mo"
72,610,Active Infusion Oil,Josh Rosebrook,Allie A.,5.0,Great for Rosacea,"As someone with rosacea, I’m always on the lookout for products that are gentle and soothing for my sensitive skin. I’m so happy I discovered this brand and product! It works wonderfully with my skin, and I’ve noticed a significant improvement in both comfort and appearance. Highly recommend!",10/03/24,San Francisco
73,610,Active Infusion Oil,Josh Rosebrook,TIFFANY B.,5.0,I have purchased it multiple,I have purchased it multiple times. I love this stuff!,05/25/24,Los Angeles
74,610,Active Infusion Oil,Josh Rosebrook,Duffy,5.0,Great product,Use this every night and can't stop!,04/19/24,No location
75,610,Active Infusion Oil,Josh Rosebrook,Alexandra d.,5.0,It is amazing! I love,It is amazing! I love it!,04/06/24,"Lima, Peru"
76,716,Ad Astra Nighttime Eye Cream Emulsion,Kypris,Fiala,2.0,ok,"really nice, but not for price",06/18/24,No location
77,716,Ad Astra Nighttime Eye Cream Emulsion,Kypris,Anna,1.0,"Average at best, but with a hefty price tag","Does absolutely nothing, it's like an average eye cream at best. Nice ingredients list, but sadly didn't deliver. Very overpriced when there are sooo many better options at a much lower price point (for example Ursa Major's ""Forest Alchemy eye cream"" performs way better and costs 1/3 of this). For 150",11/02/23,NY
78,716,Ad Astra Nighttime Eye Cream Emulsion,Kypris,Tula,1.0,"It's very ""gentle"" as they describe","As in the description, the cream is extremely gentle, I have had absolutely no results of this product as a moisturizer. I have always had puffiness since my childhood, so I don't expect any results from any products but as I age (now almost 48) due to hormonal changes in the last couple of months, I",02/02/23,"West Covina, CA"
79,716,Ad Astra Nighttime Eye Cream Emulsion,Kypris,Sharon M.,5.0,Definite Results,"I received a sample of this with another purchase and saw results even with the small sample. My under eye puffiness is definitely reduced. Now a loyal customer, I'm buying as a gift for my mother.",12/04/21,"Lafayette, La."
80,716,Ad Astra Nighttime Eye Cream Emulsion,Kypris,Kat R.,5.0,Surprising treasure!,"I think that I’ve found my favorite eye cream...ever. It’s rich, not waxy. I haven’t developed any milia. My under eye bags are greatly deflated...I lurve it. This may become one of my desert island products 😉",04/13/21,"Jersey City, NJ"
81,973,Advanced Repair Eye Cream,OSEA,Vicki A.,5.0,Daily go to,"Smooth and not too heavy, a spot will be enough!",11/19/24,NY
82,973,Advanced Repair Eye Cream,OSEA,Sheryl,5.0,Nourishing,"I’ve used this eye cream for years, and it’s doing a beautiful job at hydrating my late-thirties skin. I do miss the more fluid texture prior to the most recent reformulation, but my trick is to spray a little rosewater on the dab of cream on my fingertip and mix that up before applying it. It’s definitely",11/18/24,New York City
83,973,Advanced Repair Eye Cream,OSEA,Kate M.,5.0,Very moisturizing,The richness of the cream works well to soften the wrinkles around my eyes. I like the consistency and light scent.,09/16/24,"Boston, MA"
84,973,Advanced Repair Eye Cream,OSEA,Megan L.,5.0,Best eye cream ever!,"I love every Osea product I've tried, but this is definitely one of my favorites. I have sensitive skin and have no irritation. Significantly reduces dark circles. I use it morning and night since I have dry skin but especially good for night if you're looking for more hydration.",07/18/24,"Brooklyn, NY"
85,973,Advanced Repair Eye Cream,OSEA,Kayla M.,5.0,This eye cream was recommended,"This eye cream was recommended to me by the two lovely associates at the Williamsburg store. I was intending to buy a product that I'd used previously, but decided to try the Osea one instead. I'm very happy with it. It feels a little heavy when you put it on, but it hydrates really well and makes a",06/28/24,"Brooklyn, NY"
86,8,African Botanics Baobab Clay Oxygenating Cleanser,African Botanics,Sam,5.0,Can't recommend enough,"Got a free sample of this from Credo alongside another purchase and fell in love. Doesn't strip the skin, leaves you feeling moisturized. Easily takes off makeup as if it was a cleansing balm, even eye makeup & doesn't burn your eyes. I don't even have the need to double cleanse with this. Smells fresh",10/30/24,"New York, NY."
87,8,African Botanics Baobab Clay Oxygenating Cleanser,African Botanics,Jessie H.,5.0,Nice Cleanser - Recommended!,"I had tried a sample size of this cleanser as a Credo reward, and absolutely loved it. It's gentle with an alluring herbal fragrance. Something seems a little off with the larger size that I purchased (I can't pinpoint it, but maybe less fragrant) - and it was somewhat of a splurge for me. I really like",10/09/24,"Boston, MA"
88,8,African Botanics Baobab Clay Oxygenating Cleanser,African Botanics,Tk,5.0,"Cleans skin, feels so smooth",I loveeee the texture as soon as I put it on my face. It makes my face feel so smooth and i love how it gets all my makeup and sunscreen off. 10/10,08/12/24,No location
89,11,African Botanics Bio-Active Botanical Eye Cream,African Botanics,Katie S.,5.0,Luxurious,So far so good! This product feels luxurious. I haven’t noticed a huge change in the under eye area but these things take time. Happy with my purchase and would buy again.,11/22/24,"Chicago, IL"
90,11,African Botanics Bio-Active Botanical Eye Cream,African Botanics,Hailey D.,4.0,Like it!,Really like this formula but LOVED the old one - this is thinner and has a less luxurious texture than their previous eye cream.,11/14/24,Boston
91,11,African Botanics Bio-Active Botanical Eye Cream,African Botanics,Adria E.,4.0,This is my first bottle,This is my first bottle of this eye cream. I like the texture and I like that it’s slightly heavy. I can’t say yet for sure if I’ll buy it again. But I have nothing negative to say.,08/24/24,"Brooklyn, NY"
92,22,Cloudburst Micro-Emulsion Balancing Moisturizer,African Botanics,LILY,4.0,great serum,just a lot of money,05/08/23,California
93,22,Cloudburst Micro-Emulsion Balancing Moisturizer,African Botanics,Arastu S.,5.0,AMAZING PRODUCT,"I was initially a bit hesitant because of the price but it is completely worth it. The smell is botanical and refreshing, and the color is a beautiful blue due to the copper compounds in the formulation. It can be used as a hydration serum or a light day moisturizer (or both as a 2 in 1) and is great",04/17/20,No location
94,22,Cloudburst Micro-Emulsion Balancing Moisturizer,African Botanics,Lorrie P.,5.0,Love it,This leaves my skin so hydrated.,12/31/17,No location
95,19,African Botanics Intense Skin Repair Balm,African Botanics,Heather M.,5.0,The best deep moisturizer I,The best deep moisturizer I have ever used. People see a difference in my skin!,09/05/24,NYC
96,20,African Botanics Lucent Pearl Booster,African Botanics,Tammi R.,5.0,Pearl booster,Great compliment to my skincare routine. Has a glow finish that looks so nice under my foundation or alone,11/19/24,Nyc
97,20,African Botanics Lucent Pearl Booster,African Botanics,sarah r.,5.0,Lovely serum,I love this serum. I love that it does double duty because it is both nourishing for my skin and provides a luminance to my skin. Much better than just makeup!,09/11/24,Chicago
98,10,African Botanics Neroli Infused Marula Oil,African Botanics,Zeynep T.,5.0,Wonderful!,I have dry areas on my face I put a few drops around those areas. It certainly helps with my skin. The smell is so heavenly that I want to wash my body in it.,11/06/24,No location
99,10,African Botanics Neroli Infused Marula Oil,African Botanics,Ainslie W.,5.0,My Favourite oil,"My dry/combination loves this Marula Neroli oil. l have been using this for years. The Sales Associate was also super helpful, quick and efficient when I dropped by the store so thank you so much!",09/08/24,Toronto
100,14,African Botanics Niacinamide Plumping Booster,African Botanics,Kecia F.,5.0,Perfect serum!,Look this serum! Works well with my moisturizer and foundation. I love everything from this brand!,10/06/24,--23209
101,12,African Botanics Phyto-Collagen Restorative Cream,African Botanics,Miriam,5.0,Glowing smooth skin moisturizer,I love this face moisturizer. It smells wonderful and has really improved the texture of my skin. I have also noticed thay my skin has a more glowing appearance. It comes in a generous size so is also great value considering it actually improved my skin issues. Thank you AB!,10/19/24,Atlanta Georgia
102,12,African Botanics Phyto-Collagen Restorative Cream,African Botanics,Stephanie,5.0,Hydrating and Anti Aging,The texture on my skin has improved so much. A beautiful moisturizer.,08/17/24,"Dallas, Texas"
103,7,African Botanics Pure Marula Oil,African Botanics,Joy M.,5.0,Love this product! Nourishing to,Love this product! Nourishing to my skin and smells amazing.,09/02/24,Dallas
104,9,African Botanics Resurrection Cell Recovery Serum,African Botanics,Lilly M.,5.0,Good Stuff,I use before bed and wake up with refreshed skin!,11/09/24,Los Angeles
105,9,African Botanics Resurrection Cell Recovery Serum,African Botanics,Sarah B.,5.0,If this is the same formula as the green bottle...,"I haven't used it since they changed their packaging, but if the formula is the same, this is a great retinol for sensitive skin. I'm able to bypass more expensive facial treatments because of a combo of this serum, sunscreen, and genetics.",08/13/24,"Portland, OR"
106,13,African Botanics Vita C Corrector,African Botanics,Barbara A.,4.0,Rating,Great product- container very poor - cap comes off easily - difficult product to travel with because of container.,10/22/24,CA
107,800,Aftershave Tonic,Marie Veronique,Fiala,4.0,So nice,Really nice aftershave,11/21/24,No location
108,800,Aftershave Tonic,Marie Veronique,Alan H.,5.0,every day,"Picks up so much dirt and oil, makes skin look and feel great",11/10/24,NYC
109,800,Aftershave Tonic,Marie Veronique,Colby K.,5.0,Perfect remedy for ingrown hairs,Perfect remedy for ingrown hairs and post shave to decrease inflammation. Highly effective yet clean ingredients - another Marie Veronique product my husband now cannot live without.,04/14/24,NYC
110,800,Aftershave Tonic,Marie Veronique,Lily H.,4.0,I love all the beneficial,I love all the beneficial ingredients packed into this formula. My daughter uses it after she has sugared.,12/02/20,No location
111,800,Aftershave Tonic,Marie Veronique,Bethany L.,5.0,No more razor burn!,I’ve been struggling with razor burn so decided to try this tonic and the shaving oil and my skin has been great. Totally worth it!,07/01/20,No location
112,6,Age-Defying and Illuminating Duo,African Botanics,Fiala,4.0,Super hydrating,"So good, instant results",11/12/24,No location
113,421,Age-Repair Eye Cream,Grown Alchemist,Lindsay B.,4.0,Easy to wear undermake-up. Does,"Easy to wear undermake-up. Does not run, blends nicely.",08/09/24,San Francisco
114,421,Age-Repair Eye Cream,Grown Alchemist,Sarah O.,4.0,I have sensitive eyes and,"I have sensitive eyes and this cream moisturizes without irritation or heavy fragrance. A little goes a long way, but the pump system isn’t great so I had to open up the bottle to get the last 20% out of it. It’s not a big deal except I would expect better for the price point.",03/24/24,New york
115,421,Age-Repair Eye Cream,Grown Alchemist,Melodie N.,5.0,Good cream that lasts.,"Nice eye cream, very moisturizing. Even in the morning, my under eye area still feels soft and protected. I have lupus so I am very dry and have to use eye drops during the night, and yet this cream stays the course. 
Goes on feeling very light, and not greasy. I haven't tried it under makeup. I like",10/17/23,Grosse Pointe Michigan
116,421,Age-Repair Eye Cream,Grown Alchemist,Fiala,4.0,Good eye cream,Really nice,08/01/23,No location
117,421,Age-Repair Eye Cream,Grown Alchemist,Harper,4.0,"Great eye cream, very nice",Good smoothing,07/23/23,No location
118,423,Age-Repair Moisturiser,Grown Alchemist,Jessica D.,4.0,Lovely texture and scent -,Lovely texture and scent - wish it was a little heavier / thicker.,02/19/24,"Brooklyn, NY"
119,423,Age-Repair Moisturiser,Grown Alchemist,Harper,4.0,Great,Hydrating,08/01/23,No location
120,423,Age-Repair Moisturiser,Grown Alchemist,Fiala,4.0,great cream,feels so norishing,07/23/23,Massachusetts
121,423,Age-Repair Moisturiser,Grown Alchemist,Dawn,4.0,Lovelybut not for my sensitive skin,"I have super sensitive skin and this stung my skin, however I doubt it would do that for most people. this did have a lovely melt right into your skin texture and was really nice. I will stick with my Maya chia Advanced Response complex since I have no issues with that stinging",12/05/22,"southern, CA"
122,423,Age-Repair Moisturiser,Grown Alchemist,Dawn,3.0,Lovely texture but stings my super sensitive skin,"I love how this sinks in and leaves skin just glowy but without any residue from a cream. My skin is super sensitive and I can't use a ton of things so I am sure this would be great for most people, but for me it stung my skin. I will have to stick with my favorites: Odacite Creme De La Nuit, Maya Chia",11/17/22,"Southen, CA"
123,500,AHA Exfoliating Solution,Indie Lee,Dorian D.,5.0,Love this!,Changed my skin for the better!,09/14/24,Chicago
124,500,AHA Exfoliating Solution,Indie Lee,LEAH W.,5.0,My skin can get a,My skin can get a little irritated when using this. But fine to use once or twice a week after lightly cleansing,07/27/24,Chicago
125,500,AHA Exfoliating Solution,Indie Lee,j,5.0,yes!,Great gentle exfoliator,06/20/24,No location
126,500,AHA Exfoliating Solution,Indie Lee,Jamie C.,5.0,I’m very happy with it,I’m very happy with it !,05/24/24,Long island
127,500,AHA Exfoliating Solution,Indie Lee,Al,3.0,Ouch!,"It stings but I can't tell if it works. I do have sensitive skin so I don't know how much better it would do it I used it more than once a week, but using it weekly doesn't seem to do anything and using it 2x-3x weekly irritated the skin around my nose.",02/06/24,No location
128,741,Aim High Highlighting Stick,LYS Beauty,Kaci I.,5.0,Beautiful highlighter,"I love the easy application stick, and the color is a fantastic highlighter",11/25/24,No location
129,741,Aim High Highlighting Stick,LYS Beauty,Fiala,4.0,too yellow,"really good highlighter, dont love the color",11/17/24,No location
130,741,Aim High Highlighting Stick,LYS Beauty,Edwana W.,5.0,This is a top notch,This is a top notch product. Not only does the shape make it extremely easy to apply the texture does also. You can't go wrong with applying and the color is perfect! What a fantastic highlighter.,07/24/24,No location
131,746,Aim High Multi-Use Liquid Highlighter,LYS Beauty,sophia,5.0,so shiney,love it,11/17/24,No location
132,746,Aim High Multi-Use Liquid Highlighter,LYS Beauty,Fiala,5.0,very nice,great highlighter,06/18/24,No location
133,746,Aim High Multi-Use Liquid Highlighter,LYS Beauty,Sheena W.,4.0,Very light coverage but looks,Very light coverage but looks nice.,02/13/24,No location
134,746,Aim High Multi-Use Liquid Highlighter,LYS Beauty,Amanda T.,3.0,It’s pretty but it’s a,It’s pretty but it’s a very runny consistency so it’s not my favorite.,02/09/24,No location
